SectionID,SectionName,Question,QuestionIDMale,QuestionIDFemale,FieldID,ResponseID,VarName,Variable,ResponseType,Response,ResponseValue,DerivedVariable,VariableCalc
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,8,17,Ethn,"Spanish, Latino or Hispanic",Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,9,18,Ethn1,Mexican/Mexican American/Chicano,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,9,19,Ethn1,Mexican/Mexican American/Chicano,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,9,20,Ethn1,Mexican/Mexican American/Chicano,Optical Mark Recognition,[Not applicable],66,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,9,21,Ethn1,Mexican/Mexican American/Chicano,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,10,22,Ethn2,Puerto Rican,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,10,23,Ethn2,Puerto Rican,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,10,24,Ethn2,Puerto Rican,Optical Mark Recognition,[Not applicable],66,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,10,25,Ethn2,Puerto Rican,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,11,26,Ethn3,Cuban,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,11,27,Ethn3,Cuban,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,11,28,Ethn3,Cuban,Optical Mark Recognition,[Not applicable],66,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,11,29,Ethn3,Cuban,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,12,30,Ethn4,Caribbean/West Indian,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,12,31,Ethn4,Caribbean/West Indian,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,12,32,Ethn4,Caribbean/West Indian,Optical Mark Recognition,[Not applicable],66,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,12,33,Ethn4,Caribbean/West Indian,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,13,34,Ethn5,Dominican,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,13,35,Ethn5,Dominican,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,13,36,Ethn5,Dominican,Optical Mark Recognition,[Not applicable],66,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,13,37,Ethn5,Dominican,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,14,38,EthnO,Other ethnicity,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,14,39,EthnO,Other ethnicity,Optical Mark Recognition,[Not applicable],66,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,14,40,EthnO,Other ethnicity,Optical Mark Recognition,Other,88,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,14,41,EthnO,Other ethnicity,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,15,42,EthnOth,Other specific ethnicity,Write In (text),[Value],TEXT,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,15,43,EthnOth,Other specific ethnicity,Write In (text),[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,16,44,EthnDK,Don't know ethnicity,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,16,45,EthnDK,Don't know ethnicity,Optical Mark Recognition,[Not applicable],66,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,16,46,EthnDK,Don't know ethnicity,Optical Mark Recognition,Don't know,77,FALSE,
1,BackgroundAndHelpfulInformation,"Do you consider yourself to be Spanish, Latino or Hispanic?",4,4,16,47,EthnDK,Don't know ethnicity,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,17,48,Race1,White,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,17,49,Race1,White,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,17,50,Race1,White,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,18,51,Race2,Black/African Amercian,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,18,52,Race2,Black/African Amercian,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,18,53,Race2,Black/African Amercian,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,19,54,Race3,American Indian/Alaskan Native,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,19,55,Race3,American Indian/Alaskan Native,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,19,56,Race3,American Indian/Alaskan Native,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,20,57,Race4,Asian,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,20,58,Race4,Asian,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,20,59,Race4,Asian,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,21,60,Race5,Native Hawaiin/other Pacific Islander,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,21,61,Race5,Native Hawaiin/other Pacific Islander,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,21,62,Race5,Native Hawaiin/other Pacific Islander,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,22,63,RaceO,Other race,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,22,64,RaceO,Other race,Optical Mark Recognition,Other,88,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,22,65,RaceO,Other race,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,23,66,RaceDK,Don't know race,Optical Mark Recognition,[No],0,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,23,67,RaceDK,Don't know race,Optical Mark Recognition,Don't know,77,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,23,68,RaceDK,Don't know race,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,24,69,RaceOth,Other specific race,Write In (text),[Value],TEXT,FALSE,
1,BackgroundAndHelpfulInformation,What is your race?,5,5,24,70,RaceOth,Other specific race,Write In (text),[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,,0,0,25,71,Litho1,Lithocode 1,Form Value,[Value],"1000-9999,100000-999999",FALSE,
1,BackgroundAndHelpfulInformation,What is the highest level of school that you have completed?,80,86,26,72,Educ,Highest level of education,Optical Mark Recognition,Grade school/some high school,1,FALSE,
1,BackgroundAndHelpfulInformation,What is the highest level of school that you have completed?,80,86,26,73,Educ,Highest level of education,Optical Mark Recognition,High school grad/GED,2,FALSE,
1,BackgroundAndHelpfulInformation,What is the highest level of school that you have completed?,80,86,26,74,Educ,Highest level of education,Optical Mark Recognition,Some college,3,FALSE,
1,BackgroundAndHelpfulInformation,What is the highest level of school that you have completed?,80,86,26,75,Educ,Highest level of education,Optical Mark Recognition,College grad (4 year),4,FALSE,
1,BackgroundAndHelpfulInformation,What is the highest level of school that you have completed?,80,86,26,76,Educ,Highest level of education,Optical Mark Recognition,Advanced degree,5,FALSE,
1,BackgroundAndHelpfulInformation,What is the highest level of school that you have completed?,80,86,26,77,Educ,Highest level of education,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,78,Marital,Marital status,Optical Mark Recognition,Married,1,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,79,Marital,Marital status,Optical Mark Recognition,Living as married,2,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,80,Marital,Marital status,Optical Mark Recognition,Widowed,3,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,81,Marital,Marital status,Optical Mark Recognition,Separated,4,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,82,Marital,Marital status,Optical Mark Recognition,Divorced,5,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,83,Marital,Marital status,Optical Mark Recognition,Single (never married),6,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,84,Marital,Marital status,Optical Mark Recognition,Don't know,77,FALSE,
1,BackgroundAndHelpfulInformation,What is your marital status?,81,87,27,85,Marital,Marital status,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,28,86,InsTyp1,Medicaid,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,28,87,InsTyp1,Medicaid,Optical Mark Recognition,[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,29,88,InsTyp2,Medicare,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,29,89,InsTyp2,Medicare,Optical Mark Recognition,[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,30,90,InsTyp3,Employer-sponsored insurance,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,30,91,InsTyp3,Employer-sponsored insurance,Optical Mark Recognition,[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,31,92,InsTyp4,I pay for all of my health insurance out of my own pocket,Optical Mark Recognition,Yes,1,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,31,93,InsTyp4,I pay for all of my health insurance out of my own pocket,Optical Mark Recognition,[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,32,94,InsTypNo,I do not have health insurance,Optical Mark Recognition,No,0,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,32,95,InsTypNo,I do not have health insurance,Optical Mark Recognition,[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,33,96,InsTypO,Other (specify),Optical Mark Recognition,Other,88,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,33,97,InsTypO,Other (specify),Optical Mark Recognition,[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,34,98,InsTypDK,Don’t know type of health insurance,Optical Mark Recognition,Don't know,77,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,34,99,InsTypDK,Don’t know type of health insurance,Optical Mark Recognition,[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,35,100,InsurOth,Other specific type of health insurance,Write In (text),[Value],TEXT,FALSE,
1,BackgroundAndHelpfulInformation,What type of health insurance do you have?,82,88,35,101,InsurOth,Other specific type of health insurance,Write In (text),[No response],NULL,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,102,HHInc,Household income,Optical Mark Recognition,"< $10,000",1,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,103,HHInc,Household income,Optical Mark Recognition,"$10,000-$24,999",2,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,104,HHInc,Household income,Optical Mark Recognition,"$25,000-$49,999",3,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,105,HHInc,Household income,Optical Mark Recognition,"$50,000-$74,999",4,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,106,HHInc,Household income,Optical Mark Recognition,"$75,000 or more",5,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,107,HHInc,Household income,Optical Mark Recognition,Refuse,6,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,108,HHInc,Household income,Optical Mark Recognition,Don't know,77,FALSE,
1,BackgroundAndHelpfulInformation,Which of the following categories best describes your household income from all sources?,83,89,36,109,HHInc,Household income,Optical Mark Recognition,[No response],99,FALSE,
1,BackgroundAndHelpfulInformation,"How many people, including you, were supported by this income in the last year?",84,90,37,110,NumSuprt,People supported by this income,Write In (numeric),[Value],0-99,FALSE,
1,BackgroundAndHelpfulInformation,"How many people, including you, were supported by this income in the last year?",84,90,37,111,NumSuprt,People supported by this income,Write In (numeric),[No response],999,FALSE,
1,BackgroundAndHelpfulInformation,,,,49,133,Educ2,Education categories,Calculated,Less than high school,1,TRUE,"if Educ=1, then =1, else if Educ=2, then =2, else if Educ in {3,4,5}, then =3, else if Educ null, then =99"
1,BackgroundAndHelpfulInformation,,,,49,134,Educ2,Education categories,Calculated,High school,2,TRUE,"if Educ=1, then =1, else if Educ=2, then =2, else if Educ in {3,4,5}, then =3, else if Educ null, then =99"
1,BackgroundAndHelpfulInformation,,,,49,135,Educ2,Education categories,Calculated,Greater than high school,3,TRUE,"if Educ=1, then =1, else if Educ=2, then =2, else if Educ in {3,4,5}, then =3, else if Educ null, then =99"
1,BackgroundAndHelpfulInformation,,,,49,136,Educ2,Education categories,Calculated,Insufficient data,99,TRUE,"if Educ=1, then =1, else if Educ=2, then =2, else if Educ in {3,4,5}, then =3, else if Educ null, then =99"
1,BackgroundAndHelpfulInformation,,,,50,137,Multiracial,Multiracial status,Calculated,Not multiracial,0,TRUE,"if RaceO, RaceDK not null and Race1, Race2, Race3, Race4, Race5 null, then =0, else if >1 of Race1, Race2, Race3, Race4, Race5, RaceO, RaceDK is not null, then =1, else if all of Race1, Race2, Race3, Race4, Race5, RaceO, RaceDK null, then null, else =0"
1,BackgroundAndHelpfulInformation,,,,50,138,Multiracial,Multiracial status,Calculated,Multiracial,1,TRUE,"if RaceO, RaceDK not null and Race1, Race2, Race3, Race4, Race5 null, then =0, else if >1 of Race1, Race2, Race3, Race4, Race5, RaceO, RaceDK is not null, then =1, else if all of Race1, Race2, Race3, Race4, Race5, RaceO, RaceDK null, then null, else =0"
1,BackgroundAndHelpfulInformation,,,,50,139,Multiracial,Multiracial status,Calculated,Insufficient data,99,TRUE,"if RaceO, RaceDK not null and Race1, Race2, Race3, Race4, Race5 null, then =0, else if >1 of Race1, Race2, Race3, Race4, Race5, RaceO, RaceDK is not null, then =1, else if all of Race1, Race2, Race3, Race4, Race5, RaceO, RaceDK null, then null, else =0"
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,140,Milk,How often did you drink milk,Optical Mark Recognition,Never,0,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,141,Milk,How often did you drink milk,Optical Mark Recognition,<1 per month,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,142,Milk,How often did you drink milk,Optical Mark Recognition,1-3 per month,2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,143,Milk,How often did you drink milk,Optical Mark Recognition,1 per week,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,144,Milk,How often did you drink milk,Optical Mark Recognition,2-4 per week,4,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,145,Milk,How often did you drink milk,Optical Mark Recognition,5-6 per week,5,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,146,Milk,How often did you drink milk,Optical Mark Recognition,1 per day,6,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,147,Milk,How often did you drink milk,Optical Mark Recognition,2-3 per day,7,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,148,Milk,How often did you drink milk,Optical Mark Recognition,4-5 per day,8,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,149,Milk,How often did you drink milk,Optical Mark Recognition,6+ per day,9,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,51,150,Milk,How often did you drink milk,Optical Mark Recognition,[No response],99,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,52,151,MilkSv,Milk serving size,Optical Mark Recognition,Small,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,52,152,MilkSv,Milk serving size,Optical Mark Recognition,Medium or [No response],2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,52,153,MilkSv,Milk serving size,Optical Mark Recognition,Large,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,154,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,Never,0,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,155,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,<1 per month,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,156,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,1-3 per month,2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,157,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,1 per week,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,158,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,2-4 per week,4,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,159,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,5-6 per week,5,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,160,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,1 per day,6,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,161,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,2-3 per day,7,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,162,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,4-5 per day,8,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,163,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,6+ per day,9,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,53,164,SoyMlk,How often did you drink soy milk,Optical Mark Recognition,[No response],99,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,54,165,SoyMlkSv,Soy milk serving size,Optical Mark Recognition,Small,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,54,166,SoyMlkSv,Soy milk serving size,Optical Mark Recognition,Medium or [No response],2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,54,167,SoyMlkSv,Soy milk serving size,Optical Mark Recognition,Large,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,168,RicMlk,How often did you drink rice milk,Optical Mark Recognition,Never,0,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,169,RicMlk,How often did you drink rice milk,Optical Mark Recognition,<1 per month,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,170,RicMlk,How often did you drink rice milk,Optical Mark Recognition,1-3 per month,2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,171,RicMlk,How often did you drink rice milk,Optical Mark Recognition,1 per week,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,172,RicMlk,How often did you drink rice milk,Optical Mark Recognition,2-4 per week,4,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,173,RicMlk,How often did you drink rice milk,Optical Mark Recognition,5-6 per week,5,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,174,RicMlk,How often did you drink rice milk,Optical Mark Recognition,1 per day,6,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,175,RicMlk,How often did you drink rice milk,Optical Mark Recognition,2-3 per day,7,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,176,RicMlk,How often did you drink rice milk,Optical Mark Recognition,4-5 per day,8,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,177,RicMlk,How often did you drink rice milk,Optical Mark Recognition,6+ per day,9,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,55,178,RicMlk,How often did you drink rice milk,Optical Mark Recognition,[No response],99,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,56,179,RicMlkSv,Rice milk serving size,Optical Mark Recognition,Small,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,56,180,RicMlkSv,Rice milk serving size,Optical Mark Recognition,Medium or [No response],2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,56,181,RicMlkSv,Rice milk serving size,Optical Mark Recognition,Large,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,182,Latte,How often did you drink lattes,Optical Mark Recognition,Never,0,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,183,Latte,How often did you drink lattes,Optical Mark Recognition,<1 per month,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,184,Latte,How often did you drink lattes,Optical Mark Recognition,1-3 per month,2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,185,Latte,How often did you drink lattes,Optical Mark Recognition,1 per week,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,186,Latte,How often did you drink lattes,Optical Mark Recognition,2-4 per week,4,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,187,Latte,How often did you drink lattes,Optical Mark Recognition,5-6 per week,5,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,188,Latte,How often did you drink lattes,Optical Mark Recognition,1 per day,6,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,189,Latte,How often did you drink lattes,Optical Mark Recognition,2-3 per day,7,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,190,Latte,How often did you drink lattes,Optical Mark Recognition,4-5 per day,8,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,191,Latte,How often did you drink lattes,Optical Mark Recognition,6+ per day,9,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,57,192,Latte,How often did you drink lattes,Optical Mark Recognition,[No response],99,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,58,193,LatteSv,Lattes serving size,Optical Mark Recognition,Small,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,58,194,LatteSv,Lattes serving size,Optical Mark Recognition,Medium or [No response],2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,58,195,LatteSv,Lattes serving size,Optical Mark Recognition,Large,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,59,196,Coffee,How often did you drink coffee,Optical Mark Recognition,Never,0,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,59,197,Coffee,How often did you drink coffee,Optical Mark Recognition,<1 per month,1,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,59,198,Coffee,How often did you drink coffee,Optical Mark Recognition,1-3 per month,2,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,59,199,Coffee,How often did you drink coffee,Optical Mark Recognition,1 per week,3,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,59,200,Coffee,How often did you drink coffee,Optical Mark Recognition,2-4 per week,4,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,59,201,Coffee,How often did you drink coffee,Optical Mark Recognition,5-6 per week,5,FALSE,
2,Beverages,How often did you drink these beverages in the last year?,78,84,59,202,Coffee,How often did you drink coffee,Optical Mark Recognition,1 per day,6,FALSE,
